,DATE,INDPRO
775,2015-07-16,101.1052
776,2015-07-17,101.1052
777,2015-07-18,101.1052
778,2015-07-19,101.1052
779,2015-07-20,101.1052
780,2015-07-21,101.1052
781,2015-07-22,101.1052
782,2015-07-23,101.1052
783,2015-07-24,101.1052
784,2015-07-25,101.1052
785,2015-07-26,101.1052
786,2015-07-27,101.1052
787,2015-07-28,101.1052
788,2015-07-29,101.1052
789,2015-07-30,101.1052
790,2015-07-31,101.1052
791,2015-08-01,100.9442
792,2015-08-02,100.9442
793,2015-08-03,100.9442
794,2015-08-04,100.9442
795,2015-08-05,100.9442
796,2015-08-06,100.9442
797,2015-08-07,100.9442
798,2015-08-08,100.9442
799,2015-08-09,100.9442
800,2015-08-10,100.9442
801,2015-08-11,100.9442
802,2015-08-12,100.9442
803,2015-08-13,100.9442
804,2015-08-14,100.9442
805,2015-08-15,100.9442
806,2015-08-16,100.9442
807,2015-08-17,100.9442
808,2015-08-18,100.9442
809,2015-08-19,100.9442
810,2015-08-20,100.9442
811,2015-08-21,100.9442
812,2015-08-22,100.9442
813,2015-08-23,100.9442
814,2015-08-24,100.9442
815,2015-08-25,100.9442
816,2015-08-26,100.9442
817,2015-08-27,100.9442
818,2015-08-28,100.9442
819,2015-08-29,100.9442
820,2015-08-30,100.9442
821,2015-08-31,100.9442
822,2015-09-01,100.6507
823,2015-09-02,100.6507
824,2015-09-03,100.6507
825,2015-09-04,100.6507
826,2015-09-05,100.6507
827,2015-09-06,100.6507
828,2015-09-07,100.6507
829,2015-09-08,100.6507
830,2015-09-09,100.6507
831,2015-09-10,100.6507
832,2015-09-11,100.6507
833,2015-09-12,100.6507
834,2015-09-13,100.6507
835,2015-09-14,100.6507
836,2015-09-15,100.6507
837,2015-09-16,100.6507
838,2015-09-17,100.6507
839,2015-09-18,100.6507
840,2015-09-19,100.6507
841,2015-09-20,100.6507
842,2015-09-21,100.6507
843,2015-09-22,100.6507
844,2015-09-23,100.6507
845,2015-09-24,100.6507
846,2015-09-25,100.6507
847,2015-09-26,100.6507
848,2015-09-27,100.6507
849,2015-09-28,100.6507
850,2015-09-29,100.6507
851,2015-09-30,100.6507
852,2015-10-01,100.1871
853,2015-10-02,100.1871
854,2015-10-03,100.1871
855,2015-10-04,100.1871
856,2015-10-05,100.1871
857,2015-10-06,100.1871
858,2015-10-07,100.1871
859,2015-10-08,100.1871
860,2015-10-09,100.1871
861,2015-10-10,100.1871
862,2015-10-11,100.1871
863,2015-10-12,100.1871
864,2015-10-13,100.1871
865,2015-10-14,100.1871
866,2015-10-15,100.1871
867,2015-10-16,100.1871
868,2015-10-17,100.1871
869,2015-10-18,100.1871
870,2015-10-19,100.1871
871,2015-10-20,100.1871
872,2015-10-21,100.1871
873,2015-10-22,100.1871
874,2015-10-23,100.1871
875,2015-10-24,100.1871
876,2015-10-25,100.1871
877,2015-10-26,100.1871
878,2015-10-27,100.1871
879,2015-10-28,100.1871
880,2015-10-29,100.1871
881,2015-10-30,100.1871
882,2015-10-31,100.1871
883,2015-11-01,99.4382
884,2015-11-02,99.4382
885,2015-11-03,99.4382
886,2015-11-04,99.4382
887,2015-11-05,99.4382
888,2015-11-06,99.4382
889,2015-11-07,99.4382
890,2015-11-08,99.4382
891,2015-11-09,99.4382
892,2015-11-10,99.4382
893,2015-11-11,99.4382
894,2015-11-12,99.4382
895,2015-11-13,99.4382
896,2015-11-14,99.4382
897,2015-11-15,99.4382
898,2015-11-16,99.4382
899,2015-11-17,99.4382
900,2015-11-18,99.4382
901,2015-11-19,99.4382
902,2015-11-20,99.4382
903,2015-11-21,99.4382
904,2015-11-22,99.4382
905,2015-11-23,99.4382
906,2015-11-24,99.4382
907,2015-11-25,99.4382
908,2015-11-26,99.4382
909,2015-11-27,99.4382
910,2015-11-28,99.4382
911,2015-11-29,99.4382
912,2015-11-30,99.4382
913,2015-12-01,98.939
914,2015-12-02,98.939
915,2015-12-03,98.939
916,2015-12-04,98.939
917,2015-12-05,98.939
918,2015-12-06,98.939
919,2015-12-07,98.939
920,2015-12-08,98.939
921,2015-12-09,98.939
922,2015-12-10,98.939
923,2015-12-11,98.939
924,2015-12-12,98.939
925,2015-12-13,98.939
926,2015-12-14,98.939
927,2015-12-15,98.939
928,2015-12-16,98.939
929,2015-12-17,98.939
930,2015-12-18,98.939
931,2015-12-19,98.939
932,2015-12-20,98.939
933,2015-12-21,98.939
934,2015-12-22,98.939
935,2015-12-23,98.939
936,2015-12-24,98.939
937,2015-12-25,98.939
938,2015-12-26,98.939
939,2015-12-27,98.939
940,2015-12-28,98.939
941,2015-12-29,98.939
942,2015-12-30,98.939
943,2015-12-31,98.939
944,2016-01-01,99.4558
945,2016-01-02,99.4558
946,2016-01-03,99.4558
947,2016-01-04,99.4558
948,2016-01-05,99.4558
949,2016-01-06,99.4558
950,2016-01-07,99.4558
951,2016-01-08,99.4558
952,2016-01-09,99.4558
953,2016-01-10,99.4558
954,2016-01-11,99.4558
955,2016-01-12,99.4558
956,2016-01-13,99.4558
957,2016-01-14,99.4558
958,2016-01-15,99.4558
959,2016-01-16,99.4558
960,2016-01-17,99.4558
961,2016-01-18,99.4558
962,2016-01-19,99.4558
963,2016-01-20,99.4558
964,2016-01-21,99.4558
965,2016-01-22,99.4558
966,2016-01-23,99.4558
967,2016-01-24,99.4558
968,2016-01-25,99.4558
969,2016-01-26,99.4558
970,2016-01-27,99.4558
971,2016-01-28,99.4558
972,2016-01-29,99.4558
973,2016-01-30,99.4558
974,2016-01-31,99.4558
975,2016-02-01,98.9136
976,2016-02-02,98.9136
977,2016-02-03,98.9136
978,2016-02-04,98.9136
979,2016-02-05,98.9136
980,2016-02-06,98.9136
981,2016-02-07,98.9136
982,2016-02-08,98.9136
983,2016-02-09,98.9136
984,2016-02-10,98.9136
985,2016-02-11,98.9136
986,2016-02-12,98.9136
987,2016-02-13,98.9136
988,2016-02-14,98.9136
989,2016-02-15,98.9136
990,2016-02-16,98.9136
991,2016-02-17,98.9136
992,2016-02-18,98.9136
993,2016-02-19,98.9136
994,2016-02-20,98.9136
995,2016-02-21,98.9136
996,2016-02-22,98.9136
997,2016-02-23,98.9136
998,2016-02-24,98.9136
999,2016-02-25,98.9136
1000,2016-02-26,98.9136
1001,2016-02-27,98.9136
1002,2016-02-28,98.9136
1003,2016-02-29,98.9136
1004,2016-03-01,98.1907
1005,2016-03-02,98.1907
1006,2016-03-03,98.1907
