DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,DIVIDEND,REVENUE,NET INCOME,P/E,P/SALES,CURRENT RATIO,DEBT RATIO,QUICK RATIO,GROSS PROFIT MARGIN,NET PROFIT MARGIN,RETURN ON ASSETS,RETURN ON EQUITY,THREE_WHITE_SOLDIERS,THREE_BLACK_CROWS,IDENTICAL_THREE_CROWS,THREE_LINE_STRIKE,MORNING_STAR,EVENING_STAR,THREE_OUTSIDE_UP,THREE_OUTSIDE_DOWN,ENGULFING,BELT_HOLD,ABANDONED_BABY,SEPARATING_LINES,DOJI_STAR,MA_200,MA_50,MA_20,EMA_12,EMA_7,EMA_5,EMA_3,PCT_CHANGE_1D,PCT_CHANGE_2D,PCT_CHANGE_3D,PCT_CHANGE_5D,PCT_CHANGE_1M,PCT_CHANGE_3M,PCT_CHANGE_6M,PCT_CHANGE_12M,LAG_P1,LAG_P2,LAG_P3,LAG_P4,LAG_P5,LAG_P10,LAG_P15,LAG_P21,DMI_POS,DMI_NEG,FISHER_TRANSFORM,FISHER_TRANSFORM_SIGNAL,MACD,MACD_SIGNAL,RSI,BB_UPPER,BB_LOWER,ATR,OVB,IWD_CLOSE,IWD_HIGH,IWD_LOW,IWD_OPEN,IWD_VOLUME,SPY_CLOSE,SPY_HIGH,SPY_LOW,SPY_OPEN,SPY_VOLUME,XLB_CLOSE,XLB_HIGH,XLB_LOW,XLB_OPEN,XLB_VOLUME,XLC_CLOSE,XLC_HIGH,XLC_LOW,XLC_OPEN,XLC_VOLUME,XLE_CLOSE,XLE_HIGH,XLE_LOW,XLE_OPEN,XLE_VOLUME,XLF_CLOSE,XLF_HIGH,XLF_LOW,XLF_OPEN,XLF_VOLUME,XLI_CLOSE,XLI_HIGH,XLI_LOW,XLI_OPEN,XLI_VOLUME,XLK_CLOSE,XLK_HIGH,XLK_LOW,XLK_OPEN,XLK_VOLUME,XLP_CLOSE,XLP_HIGH,XLP_LOW,XLP_OPEN,XLP_VOLUME,XLRE_CLOSE,XLRE_HIGH,XLRE_LOW,XLRE_OPEN,XLRE_VOLUME,XLU_CLOSE,XLU_HIGH,XLU_LOW,XLU_OPEN,XLU_VOLUME,XLV_CLOSE,XLV_HIGH,XLV_LOW,XLV_OPEN,XLV_VOLUME,XLY_CLOSE,XLY_HIGH,XLY_LOW,XLY_OPEN,XLY_VOLUME,CSCICP03USM665S,CPIAUCSL,GDPC1,INDPRO,PAYEMS,PPIACO,MRTSSM44X72USS,DGS10,DGS2,UNRATE
2014-03-05 00:00:00+00:00,18.96,19.1,18.9,19.01,200063000,0.0,173992000000.0,37031000000.0,13.22716220950015,2.815158419812405,1.4942996894121148,0.0819323671497584,1.021239003886998,0.3740976596625132,0.2128316244425031,0.1644477405144237,0.2855479473180963,0,0,0,0,0,0,0,0,0,0,0,0,0,17.671000000000003,19.1486,18.902999999999995,18.884444715977427,18.892943960278224,18.908389350496762,18.949172145294526,0.0021085925144967987,0.008488063660477385,0.011708355508249113,0.02867965367965364,0.046230049532195894,-0.06262327416173563,0.0893982808022924,0.0,18.97,18.85,18.79,18.85,18.48,19.19,19.14,17.91,23.134258335414557,22.654381893756536,-0.2210106120807703,-0.8615113915241449,-0.038336745358527935,-0.0627956055373324,51.81421428290572,19.575550369861276,18.230449630138715,0.32932145385559913,3876830677.0,77.2836303442,77.4213330709,77.1298082982,77.3079308253,943600,158.3468703377,158.6167558158,158.093852702,158.3384364165,88376859,39.6619006209,39.7116646117,39.4379626626,39.5872546348,4077800,0.0,0.0,0.0,0.0,0.0,60.4244633361,60.860916121,60.2651234305,60.8054935451,10865400,15.059718563,15.059718563,14.8765598238,14.9104781088,58649584,44.045521459,44.1964484314,43.9868276364,44.0790607862,11014900,32.034066081,32.0955349578,31.9725972042,32.0604098854,8930800,33.3901564918,33.5117892593,33.3823092165,33.468629245,8090900,0.0,0.0,0.0,0.0,0.0,29.5419405531,29.7704906297,29.5124502206,29.6967647986,9034600,51.6437683636,51.8762815779,51.5662639589,51.8504467763,10740200,60.0873090705,60.0873090705,59.8463171892,59.9623503172,7568100,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.7,0.33,6.7
2014-03-06 00:00:00+00:00,19.03,19.09,18.86,18.96,185488985,0.0,173992000000.0,37031000000.0,13.192372198428345,2.807754005241621,1.4942996894121148,0.0819323671497584,1.021239003886998,0.3740976596625132,0.2128316244425031,0.1644477405144237,0.2855479473180963,0,0,0,0,0,0,0,0,0,0,0,0,0,17.686700000000002,19.1356,18.935499999999994,18.896068605827054,18.909707970208668,18.925592900331175,18.954586072647263,-0.002630194634402949,-0.0005271481286240887,0.005835543766578244,0.005835543766578244,0.035499726925177555,-0.051999999999999935,0.0815744438106103,0.0,19.01,18.97,18.85,18.79,18.85,18.97,19.14,18.17,21.95477015268455,22.38604647019709,0.3484328129089662,-0.2210106120807703,-0.029469784298832735,-0.056130441289632474,50.701484758528395,19.550657703358088,18.3203422966419,0.32222706429448494,3691341692.0,77.5995365996,77.9478434967,77.4699340333,77.5266351561,2031000,158.7095289489,159.07218756,158.3721721013,158.7348307125,82516500,39.8111925931,40.026836553,39.7863105978,39.7946045962,6285200,0.0,0.0,0.0,0.0,0.0,60.860916121,60.9232665188,60.431391158,60.466030268,7788300,15.1072041621,15.1411224472,15.052934906,15.059718563,53411883,44.2970664131,44.3976843947,44.1629091042,44.2635270859,9427300,32.0779724216,32.1394412984,32.0077222767,32.0779724216,8665400,33.3823092165,33.4764765203,33.3783855788,33.4529346944,6145900,0.0,0.0,0.0,0.0,0.0,29.3944888907,29.659901883,29.3060178933,29.600921218,13764500,51.3251391441,52.0958773913,51.2131883372,51.9193395805,14206800,60.2390446995,60.3640034527,60.0069784434,60.1854909481,5255300,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.74,0.37,6.7
2014-03-07 00:00:00+00:00,18.97,19.0,18.79,18.94,220729821,0.0,173992000000.0,37031000000.0,13.178456193999622,2.8047922394133065,1.4942996894121148,0.0819323671497584,1.021239003886998,0.3740976596625132,0.2128316244425031,0.1644477405144237,0.2855479473180963,0,0,0,0,0,0,0,0,0,0,0,0,0,17.702900000000003,19.1072,18.967499999999994,18.90282728185366,18.917280977656503,18.93039526688745,18.947293036323632,-0.001054852320675037,-0.0036822724881641067,-0.001581444385872266,0.007982969664715345,0.0349726775956285,-0.0637666831438457,0.07858769931662879,0.0,18.96,19.01,18.97,18.85,18.79,18.76,19.44,18.31,20.90667862858688,22.90865509484308,0.6621518659821864,0.3484328129089662,-0.023782338633274946,-0.049660820758360966,50.23674814522081,19.509307161267404,18.425692838732584,0.31421084541630756,3470611871.0,77.7453394868,77.8992425343,77.3970325897,77.8263410907,907600,158.7770003184,159.3673748017,158.0769848597,159.3673748017,114513432,39.6370186255,39.9107205746,39.5126086487,39.9024265762,9034600,0.0,0.0,0.0,0.0,0.0,60.9786890947,61.1518846443,60.7431431473,61.1103177124,9852800,15.1750407322,15.2564446163,15.1133094534,15.2021753603,81474572,44.4396085537,44.6492293488,44.3306057403,44.5905355262,12752100,31.9813784723,32.183347639,31.8497472633,32.1657851027,7197400,33.4764765203,33.5078656216,33.3352255645,33.5000183463,4123200,0.0,0.0,0.0,0.0,0.0,29.4829598882,29.4829598882,29.1327621901,29.283900144,13812400,51.1959651362,51.6696031652,50.8687243161,51.600710361,12630300,60.1497884471,60.5603672079,60.0159040686,60.5603672079,4339900,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.8,0.38,6.7
2014-03-10 00:00:00+00:00,18.87,19.05,18.87,18.96,178584179,0.0,173992000000.0,37031000000.0,13.192372198428345,2.807754005241621,1.4942996894121148,0.0819323671497584,1.021239003886998,0.3740976596625132,0.2128316244425031,0.1644477405144237,0.2855479473180963,0,0,0,0,0,0,0,0,0,0,0,0,0,17.718900000000005,19.081000000000003,18.98749999999999,18.911623084645406,18.92796073324238,18.9402635112583,18.95364651816182,0.001055966209081216,0.0,-0.002630194634402949,0.005835543766578244,0.02155172413793105,-0.06138613861386133,0.08965517241379328,0.0,18.94,18.96,19.01,18.97,18.85,18.84,19.43,18.3,21.196683896182307,21.941759286689138,0.9791454986833779,0.6621518659821864,-0.01745989728694397,-0.04322063606407757,50.72317063986471,19.496179663443918,18.478820336556062,0.3046243564579999,3649196050.0,77.648137562,77.7048386848,77.2512297026,77.6643378828,1051700,158.6926611065,158.7516985548,157.781797618,158.5324166039,74939176,39.6038426317,39.6287246271,39.2554946965,39.5209026471,4858000,0.0,0.0,0.0,0.0,0.0,61.0756786025,61.1172455344,60.5630197757,60.9163386969,8864500,15.1818243892,15.2632282734,15.083393526,15.1411224472,29046518,44.2467574222,44.3725298993,43.9658655569,44.3138360767,8201100,31.9286908636,32.029675447,31.80575311,31.9638159361,7557700,33.5078656216,33.5157128969,33.3823092165,33.3823092165,4901200,0.0,0.0,0.0,0.0,0.0,29.409234057,29.5235090953,29.2979080519,29.3944888907,10984400,51.4112551494,51.437089951,50.9375310044,51.1959651362,7775900,59.9891271929,60.1319371967,59.6767303098,60.1230115714,3274600,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.79,0.37,6.7
2014-03-11 00:00:00+00:00,19.12,19.24,19.02,19.15,279224679,0.0,173992000000.0,37031000000.0,13.3245742405012,2.8358907806106024,1.4942996894121148,0.0819323671497584,1.021239003886998,0.3740976596625132,0.2128316244425031,0.1644477405144237,0.2855479473180963,0,0,0,0,0,0,0,0,0,0,0,0,0,17.735700000000005,19.0612,19.00049999999999,18.94829645623842,18.983470549931784,19.0101756741722,19.05182325908091,0.010021097046413407,0.011087645195353657,0.010021097046413407,0.009488666315234484,0.01376389624139751,-0.04488778054862852,0.09742120343839544,0.0,18.96,18.94,18.96,19.01,18.97,18.64,19.5,18.56,24.27795106617209,20.49281457892542,1.3810999258803558,0.9791454986833779,0.002849250745502019,-0.03400665870216165,55.20300605974998,19.511830617116935,18.48916938288305,0.30286547385385687,3928420729.0,77.1297272966,77.8020406095,77.0244252115,77.688638364,1135100,157.9083064359,159.1565267719,157.5456478247,158.9288108998,99009013,39.1974367073,39.7033706132,39.1767017112,39.7033706132,6647400,0.0,0.0,0.0,0.0,0.0,60.3828964042,61.1934515762,60.1819895667,61.1518846443,12268000,15.0800695341,15.2157426743,15.046151249,15.2021753603,55530209,43.9281338137,44.4228388901,43.8149385844,44.4228388901,9575600,31.8584407187,32.0955349578,31.7706280376,31.9813784723,9456600,33.492171071,33.6255747514,33.4215455931,33.5941856501,10017400,0.0,0.0,0.0,0.0,0.0,29.3281356427,29.4903324713,29.1954291466,29.4460969726,7921000,51.307915943,51.6696031652,51.1915732199,51.4112551494,6031700,59.6410278088,60.221193449,59.4714409294,60.221193449,4390200,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.77,0.37,6.7
2014-03-12 00:00:00+00:00,19.09,19.19,19.0,19.16,199326599,0.0,173992000000.0,37031000000.0,13.331532242715562,2.83737166352476,1.4942996894121148,0.0819323671497584,1.021239003886998,0.3740976596625132,0.2128316244425031,0.1644477405144237,0.2855479473180963,0,0,0,0,0,0,0,0,0,0,0,0,0,17.752000000000002,19.0444,19.001499999999993,18.98086623220174,19.027602912448838,19.0601171161148,19.105911629540454,0.0005221932114882755,0.010548523206751037,0.011615628299894265,0.007890583903208848,0.0010449320794148065,-0.042957042957042946,0.07580011229646266,0.0,19.15,18.96,18.94,18.96,19.01,18.48,19.19,18.89,23.160303381910534,20.03400171775398,1.629960120782594,1.3810999258803558,0.01952622711570129,-0.023300081538589063,55.432656421795734,19.51399487802407,18.489005121975914,0.2948036542928672,4127747328.0,77.2107289006,77.2512297026,76.6809784106,76.8705221639,954500,157.9504760418,158.0095134901,156.7865949176,157.1408196076,104824323,39.1808487104,39.2720826934,39.0066747428,39.1227907212,5345300,0.0,0.0,0.0,0.0,0.0,60.3898242261,60.5422363098,59.8979488654,59.9602992632,9368700,15.052934906,15.059718563,14.9443963939,14.9850983359,39285402,43.8442854957,43.8526703275,43.5130846395,43.6682040279,12433300,31.9111283274,31.9462533999,31.6213464796,31.726721697,6356100,33.5627965489,33.5784910995,33.3352255645,33.3352255645,5203700,0.0,0.0,0.0,0.0,0.0,29.6967647986,29.7041373817,29.283900144,29.283900144,7798000,51.2993043425,51.3595855462,50.9031707183,51.0581795277,8822700,59.5517715565,59.6053253079,59.0430109182,59.3197053004,4786500,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.73,0.37,6.7
2014-03-13 00:00:00+00:00,19.19,19.27,18.9,18.95,257743058,0.0,173992000000.0,37031000000.0,13.185414196213982,2.8062731223274637,1.4942996894121148,0.0819323671497584,1.021239003886998,0.3740976596625132,0.2128316244425031,0.1644477405144237,0.2855479473180963,0,0,0,0,0,0,0,0,-100,0,0,0,0,17.7679,19.027400000000004,18.991999999999994,18.97611758109378,19.00820218433663,19.0234114107432,19.027955814770227,-0.01096033402922758,-0.010443864229764954,-0.0005274261603376296,-0.0005274261603376296,-0.009926854754440995,-0.04292929292929304,0.07122668174109648,0.0,19.16,19.15,18.96,18.94,18.96,18.85,18.97,19.14,21.121178809149466,20.649695404415706,1.7428617883563455,1.629960120782594,0.015617576384485687,-0.015516549953974113,49.67364108044753,19.50090470620808,18.48309529379191,0.30017482184337674,3870004270.0,76.5060149461,77.5023346749,76.3035109362,77.4699340333,1393000,156.179352592,158.5492844463,155.7407886901,158.4227756284,155014237,38.8988527629,39.4711386564,38.7661487876,39.3301406826,7924300,0.0,0.0,0.0,0.0,0.0,59.7871037136,60.5006693779,59.5571000238,60.4798859119,11272800,14.8833434808,15.1207714761,14.8494251957,15.1004205051,70055805,43.2238079423,44.1209010969,43.0393416427,44.0195284804,17725500,31.4808461898,32.0077222767,31.3666897043,31.9989410086,9397400,33.3980037671,33.7197420553,33.3430728399,33.5863383748,9738900,0.0,0.0,0.0,0.0,0.0,30.0064132895,30.0727665376,29.6746470492,29.7188825479,21433700,50.6017646998,51.4887595541,50.4941196932,51.4629247525,12551400,58.8287959126,59.8730940649,58.5610271556,59.8730940649,11268300,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.66,0.34,6.7
2014-03-14 00:00:00+00:00,18.89,18.96,18.68,18.74,237199437,0.0,173992000000.0,37031000000.0,13.039296149712404,2.7751745811301665,1.4942996894121148,0.0819323671497584,1.021239003886998,0.3740976596625132,0.2128316244425031,0.1644477405144237,0.2855479473180963,0,0,0,0,0,0,-100,-100,0,0,0,0,0,17.78215,19.001400000000004,18.956999999999994,18.939791799387045,18.94115163825247,18.928940940495465,18.883977907385113,-0.011081794195250683,-0.02192066805845516,-0.021409921671018295,-0.010559662090813271,-0.036008230452675094,-0.058764439979909655,0.05340078695896566,0.0,18.95,19.16,19.15,18.96,18.94,18.79,18.76,19.14,19.7071314718401,24.52751261437343,1.031622404543501,1.7428617883563455,-0.004374871640081324,-0.013288214291195555,44.67520873790424,19.43307142321374,18.480928576786248,0.29873376314027844,3632804833.0,76.3521118985,76.7814203996,76.2711102946,76.279210455,1430900,155.7407886901,156.7022557057,155.5552424239,155.9010331927,153919598,38.8988527629,39.1227907212,38.8325007752,38.8988527629,6277300,0.0,0.0,0.0,0.0,0.0,59.8425262895,60.0780029587,59.63469163,59.7178254938,10653400,14.7883722826,14.9511800509,14.7748049686,14.8290742247,54387102,43.0561113063,43.3789273307,42.9890326519,43.1567292879,17127600,31.2876582913,31.5247525304,31.2613144869,31.419377313,8939800,33.4136983178,33.5588729112,33.2646000867,33.272447362,5299600,0.0,0.0,0.0,0.0,0.0,30.1464923688,30.2423359493,29.8884519596,29.910569709,12816200,50.3261934829,50.7223271072,50.3003586813,50.524260295,8006100,58.7752421612,59.1144159201,58.6235065322,58.766316536,4786100,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.65,0.36,6.7
2014-03-17 00:00:00+00:00,18.85,18.93,18.78,18.81,199545000,0.0,173992000000.0,37031000000.0,13.088002165212927,2.7855407615292656,1.4942996894121148,0.0819323671497584,1.021239003886998,0.3740976596625132,0.2128316244425031,0.1644477405144237,0.2855479473180963,0,0,0,0,0,0,0,0,0,0,0,0,0,17.795550000000002,18.9826,18.925999999999995,18.919823830250575,18.908363728689352,18.88929396033031,18.846988953692556,0.003735325506937004,-0.0073878627968337884,-0.018267223382046005,-0.007911392405063444,-0.031909418425115854,-0.05095862764883963,0.04037610619469034,0.0,18.74,18.95,19.16,19.15,18.96,18.85,18.84,19.44,18.78794146683241,23.383487951268723,0.3656278727054748,1.031622404543501,-0.014404568848615185,-0.013511485202679481,46.60397748015941,19.35305503158335,18.49894496841664,0.29096706577311576,3832349833.0,77.0487256927,77.1621279382,76.78952056,76.78952056,988500,157.1492535288,157.5203460611,156.4576719912,156.5251433607,98359454,39.2140247042,39.4545506595,39.0398507366,39.1393787181,5263900,0.0,0.0,0.0,0.0,0.0,60.1612061007,60.3482572942,59.9256601533,60.0780722369,10419200,14.9443963939,14.99866565,14.8969107948,14.9104781088,46298768,43.5843557098,43.7352826823,43.2321927741,43.2321927741,11471900,31.6564715521,31.7442842332,31.4369398492,31.498408726,16444900,33.6098802008,33.6569638527,33.468629245,33.5235601723,4161400,0.0,0.0,0.0,0.0,0.0,30.3455521129,30.3750424454,30.0506487882,30.2128456168,9633900,50.817054713,51.0322586102,50.5500950966,50.6362111019,6430200,59.1679696715,59.3330937383,59.0162340425,59.034085293,3231500,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.7,0.38,6.7
2014-03-18 00:00:00+00:00,18.78,19.0,18.76,18.98,209647410,0.0,173992000000.0,37031000000.0,13.206288202857063,2.810715771069934,1.4942996894121148,0.0819323671497584,1.021239003886998,0.3740976596625132,0.2128316244425031,0.1644477405144237,0.2855479473180963,0,0,0,0,0,0,0,0,100,100,0,0,0,17.81015,18.975800000000003,18.899999999999995,18.929081702519717,18.926272796517015,18.919529306886872,18.913494476846278,0.009037745879851178,0.012806830309498585,0.0015831134564643357,-0.008877284595300128,-0.026666666666666616,-0.03507880020335541,0.07413695529145437,0.0,18.81,18.74,18.95,19.16,19.15,18.97,18.64,19.43,19.4071707677913,21.988351037462326,-0.12904923274670738,0.3656278727054748,-0.008537185535086422,-0.012516625269160869,51.06576367089606,19.238171554097153,18.561828445902837,0.28732656107503596,4041997243.0,77.5590357976,77.6238370808,77.097326655,77.097326655,1775500,158.270965047,158.4818130768,157.3010641102,157.469742534,101804519,39.4379626626,39.4711386564,39.2057307058,39.2803766919,4799300,0.0,0.0,0.0,0.0,0.0,60.6669371055,60.853988299,60.1958452106,60.3828964042,6995200,15.019016621,15.032583935,14.9545718794,14.9850983359,44120175,43.8191310003,43.9197489819,43.6515182126,43.6598191961,7434300,32.0691911535,32.1043162259,31.6740340883,31.6740340883,6864000,33.6805056787,33.7354366059,33.5627965489,33.664811128,3575000,0.0,0.0,0.0,0.0,0.0,30.3013166142,30.4266505272,30.2275907831,30.3602972792,7974500,51.3595855462,51.4629247525,50.8687243161,50.9203939193,6147200,59.4268128032,59.5338310498,59.1858209219,59.30185405,3222900,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.68,0.36,6.7
