DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,DIVIDEND,REVENUE,NET INCOME,P/E,P/SALES,CURRENT RATIO,DEBT RATIO,QUICK RATIO,GROSS PROFIT MARGIN,NET PROFIT MARGIN,RETURN ON ASSETS,RETURN ON EQUITY,THREE_WHITE_SOLDIERS,THREE_BLACK_CROWS,IDENTICAL_THREE_CROWS,THREE_LINE_STRIKE,MORNING_STAR,EVENING_STAR,THREE_OUTSIDE_UP,THREE_OUTSIDE_DOWN,ENGULFING,BELT_HOLD,ABANDONED_BABY,SEPARATING_LINES,DOJI_STAR,MA_200,MA_50,MA_20,EMA_12,EMA_7,EMA_5,EMA_3,PCT_CHANGE_1D,PCT_CHANGE_2D,PCT_CHANGE_3D,PCT_CHANGE_5D,PCT_CHANGE_1M,PCT_CHANGE_3M,PCT_CHANGE_6M,PCT_CHANGE_12M,LAG_P1,LAG_P2,LAG_P3,LAG_P4,LAG_P5,LAG_P10,LAG_P15,LAG_P21,DMI_POS,DMI_NEG,FISHER_TRANSFORM,FISHER_TRANSFORM_SIGNAL,MACD,MACD_SIGNAL,RSI,BB_UPPER,BB_LOWER,ATR,OVB,IWD_CLOSE,IWD_HIGH,IWD_LOW,IWD_OPEN,IWD_VOLUME,SPY_CLOSE,SPY_HIGH,SPY_LOW,SPY_OPEN,SPY_VOLUME,XLB_CLOSE,XLB_HIGH,XLB_LOW,XLB_OPEN,XLB_VOLUME,XLC_CLOSE,XLC_HIGH,XLC_LOW,XLC_OPEN,XLC_VOLUME,XLE_CLOSE,XLE_HIGH,XLE_LOW,XLE_OPEN,XLE_VOLUME,XLF_CLOSE,XLF_HIGH,XLF_LOW,XLF_OPEN,XLF_VOLUME,XLI_CLOSE,XLI_HIGH,XLI_LOW,XLI_OPEN,XLI_VOLUME,XLK_CLOSE,XLK_HIGH,XLK_LOW,XLK_OPEN,XLK_VOLUME,XLP_CLOSE,XLP_HIGH,XLP_LOW,XLP_OPEN,XLP_VOLUME,XLRE_CLOSE,XLRE_HIGH,XLRE_LOW,XLRE_OPEN,XLRE_VOLUME,XLU_CLOSE,XLU_HIGH,XLU_LOW,XLU_OPEN,XLU_VOLUME,XLV_CLOSE,XLV_HIGH,XLV_LOW,XLV_OPEN,XLV_VOLUME,XLY_CLOSE,XLY_HIGH,XLY_LOW,XLY_OPEN,XLY_VOLUME,CSCICP03USM665S,CPIAUCSL,GDPC1,INDPRO,PAYEMS,PPIACO,MRTSSM44X72USS,DGS10,DGS2,UNRATE
2014-03-05 00:00:00+00:00,126.42,126.71,125.08,125.59,692600,0.0,6493814000.0,391758000.0,23.57156745363209,1.422022577563817,1.4429273885672846,0.1893309593525271,0.5027754418517172,0.5008067677947043,0.0603278751131461,0.0703996244950828,0.2583806279493867,0,0,0,0,0,0,0,0,0,0,0,0,0,95.63884999999995,118.26700000000001,125.23050000000005,125.6420250138694,126.08769206659056,126.08964977757131,125.98997441197142,-0.006565416864420137,-0.005464048146974987,-0.013897613065326553,-0.0015899515064791148,0.13913832199546494,0.1966650786088613,0.5404145713234392,0.0,126.42,126.28,127.36,125.03,125.79,125.94,125.44,110.22,30.166920412801655,15.373539293084143,0.011039184434908741,0.11310222139380433,2.5337982177182568,2.9885381280677668,58.13037503300671,132.21570572352604,118.24529427647404,2.7247099016645104,16780900.0,77.2836303442,77.4213330709,77.1298082982,77.3079308253,943600,158.3468703377,158.6167558158,158.093852702,158.3384364165,88376859,39.6619006209,39.7116646117,39.4379626626,39.5872546348,4077800,0.0,0.0,0.0,0.0,0.0,60.4244633361,60.860916121,60.2651234305,60.8054935451,10865400,15.059718563,15.059718563,14.8765598238,14.9104781088,58649584,44.045521459,44.1964484314,43.9868276364,44.0790607862,11014900,32.034066081,32.0955349578,31.9725972042,32.0604098854,8930800,33.3901564918,33.5117892593,33.3823092165,33.468629245,8090900,0.0,0.0,0.0,0.0,0.0,29.5419405531,29.7704906297,29.5124502206,29.6967647986,9034600,51.6437683636,51.8762815779,51.5662639589,51.8504467763,10740200,60.0873090705,60.0873090705,59.8463171892,59.9623503172,7568100,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.7,0.33,6.7
2014-03-06 00:00:00+00:00,126.23,127.32,125.86,126.74,715100,0.0,6493814000.0,391758000.0,23.78740711102262,1.4350437254593371,1.4429273885672846,0.1893309593525271,0.5027754418517172,0.5008067677947043,0.0603278751131461,0.0703996244950828,0.2583806279493867,0,0,0,0,0,0,0,0,0,0,0,0,0,95.83994999999996,118.61460000000001,126.03000000000004,125.81094424250487,126.25076904994292,126.30643318504754,126.3649872059857,0.00915677999840736,0.0025312450561618682,0.003642698764649843,0.013676717587778775,0.14437923250564322,0.21224294595887128,0.5633403231775009,0.0,125.59,126.42,126.28,127.36,125.03,127.56,124.96,110.25,30.4040921091015,14.65764807740608,-0.04316129587432016,0.011039184434908741,2.4336972090315925,2.877569944260532,60.86423375879607,128.2106054205156,123.8493945794845,2.653659194402759,17496000.0,77.5995365996,77.9478434967,77.4699340333,77.5266351561,2031000,158.7095289489,159.07218756,158.3721721013,158.7348307125,82516500,39.8111925931,40.026836553,39.7863105978,39.7946045962,6285200,0.0,0.0,0.0,0.0,0.0,60.860916121,60.9232665188,60.431391158,60.466030268,7788300,15.1072041621,15.1411224472,15.052934906,15.059718563,53411883,44.2970664131,44.3976843947,44.1629091042,44.2635270859,9427300,32.0779724216,32.1394412984,32.0077222767,32.0779724216,8665400,33.3823092165,33.4764765203,33.3783855788,33.4529346944,6145900,0.0,0.0,0.0,0.0,0.0,29.3944888907,29.659901883,29.3060178933,29.600921218,13764500,51.3251391441,52.0958773913,51.2131883372,51.9193395805,14206800,60.2390446995,60.3640034527,60.0069784434,60.1854909481,5255300,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.74,0.37,6.7
2014-03-07 00:00:00+00:00,127.03,128.13,126.46,126.8,530300,0.0,6493814000.0,391758000.0,23.79866831053865,1.4357230896973645,1.4429273885672846,0.1893309593525271,0.5027754418517172,0.5008067677947043,0.0603278751131461,0.0703996244950828,0.2583806279493867,0,0,0,0,0,0,0,0,0,0,0,0,0,96.03804999999994,118.95380000000002,126.12700000000004,125.96310666673489,126.38807678745718,126.47095545669836,126.58249360299286,0.00047341013097690343,0.009634525041802622,0.0030058535041923573,-0.0043969849246231485,0.015537401890116875,0.21537429310840595,0.5604233325129213,0.0,126.74,125.59,126.42,126.28,127.36,127.92,126.26,110.75,31.239790130307405,13.980846019215528,0.09345622969664369,-0.04316129587432016,2.332322376481855,2.7685204307047964,61.00728727628299,128.2629316468434,123.99106835315665,2.5833978233739905,18026300.0,77.7453394868,77.8992425343,77.3970325897,77.8263410907,907600,158.7770003184,159.3673748017,158.0769848597,159.3673748017,114513432,39.6370186255,39.9107205746,39.5126086487,39.9024265762,9034600,0.0,0.0,0.0,0.0,0.0,60.9786890947,61.1518846443,60.7431431473,61.1103177124,9852800,15.1750407322,15.2564446163,15.1133094534,15.2021753603,81474572,44.4396085537,44.6492293488,44.3306057403,44.5905355262,12752100,31.9813784723,32.183347639,31.8497472633,32.1657851027,7197400,33.4764765203,33.5078656216,33.3352255645,33.5000183463,4123200,0.0,0.0,0.0,0.0,0.0,29.4829598882,29.4829598882,29.1327621901,29.283900144,13812400,51.1959651362,51.6696031652,50.8687243161,51.600710361,12630300,60.1497884471,60.5603672079,60.0159040686,60.5603672079,4339900,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.8,0.38,6.7
2014-03-10 00:00:00+00:00,126.82,127.87,125.96,126.78,612800,0.0,6493814000.0,391758000.0,23.79491457736664,1.4354966349513554,1.4429273885672846,0.1893309593525271,0.5027754418517172,0.5008067677947043,0.0603278751131461,0.0703996244950828,0.2583806279493867,0,0,0,0,0,0,0,0,0,0,0,0,0,96.24294999999995,119.28380000000001,126.21600000000005,126.08878256416028,126.48605759059288,126.57397030446558,126.68124680149643,-0.0001577287066245603,0.0003156067539846763,0.009475276694004275,0.003959455178967453,0.01424000000000003,0.158337140246688,0.5833645560134884,0.0,126.8,126.74,125.59,126.42,126.28,126.5,127.34,124.86,29.558724712266667,14.637195705984794,0.1823178987181084,0.09345622969664369,2.2247230361482195,2.659760951793481,60.92734061150351,128.30448653334983,124.12751346665027,2.535297978847278,17413500.0,77.648137562,77.7048386848,77.2512297026,77.6643378828,1051700,158.6926611065,158.7516985548,157.781797618,158.5324166039,74939176,39.6038426317,39.6287246271,39.2554946965,39.5209026471,4858000,0.0,0.0,0.0,0.0,0.0,61.0756786025,61.1172455344,60.5630197757,60.9163386969,8864500,15.1818243892,15.2632282734,15.083393526,15.1411224472,29046518,44.2467574222,44.3725298993,43.9658655569,44.3138360767,8201100,31.9286908636,32.029675447,31.80575311,31.9638159361,7557700,33.5078656216,33.5157128969,33.3823092165,33.3823092165,4901200,0.0,0.0,0.0,0.0,0.0,29.409234057,29.5235090953,29.2979080519,29.3944888907,10984400,51.4112551494,51.437089951,50.9375310044,51.1959651362,7775900,59.9891271929,60.1319371967,59.6767303098,60.1230115714,3274600,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.79,0.37,6.7
2014-03-11 00:00:00+00:00,127.25,128.49,126.48,126.94,1022200,0.0,6493814000.0,391758000.0,23.824944442742712,1.4373082729194278,1.4429273885672846,0.1893309593525271,0.5027754418517172,0.5008067677947043,0.0603278751131461,0.0703996244950828,0.2583806279493867,0,0,0,0,0,0,0,0,0,0,0,0,0,96.45724999999993,119.6192,126.39700000000005,126.21973909275101,126.59954319294465,126.69598020297705,126.81062340074821,0.001262028711153107,0.001104100946372144,0.0015780337699227154,0.004113273216263202,0.029354524813493432,0.18580102755721617,0.5911255953873151,0.0,126.78,126.8,126.74,125.59,126.42,125.5,126.79,125.0,29.632703633073273,13.79585393259656,0.38097134120316783,0.1823178987181084,2.1278321223694547,2.5533751859086755,61.36354554421474,128.02739995092767,124.76660004907241,2.497776694643901,18435700.0,77.1297272966,77.8020406095,77.0244252115,77.688638364,1135100,157.9083064359,159.1565267719,157.5456478247,158.9288108998,99009013,39.1974367073,39.7033706132,39.1767017112,39.7033706132,6647400,0.0,0.0,0.0,0.0,0.0,60.3828964042,61.1934515762,60.1819895667,61.1518846443,12268000,15.0800695341,15.2157426743,15.046151249,15.2021753603,55530209,43.9281338137,44.4228388901,43.8149385844,44.4228388901,9575600,31.8584407187,32.0955349578,31.7706280376,31.9813784723,9456600,33.492171071,33.6255747514,33.4215455931,33.5941856501,10017400,0.0,0.0,0.0,0.0,0.0,29.3281356427,29.4903324713,29.1954291466,29.4460969726,7921000,51.307915943,51.6696031652,51.1915732199,51.4112551494,6031700,59.6410278088,60.221193449,59.4714409294,60.221193449,4390200,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.77,0.37,6.7
2014-03-12 00:00:00+00:00,125.86,127.01,125.26,126.49,986000,0.0,6493814000.0,391758000.0,23.740485446372503,1.432213041134224,1.4429273885672846,0.1893309593525271,0.5027754418517172,0.5008067677947043,0.0603278751131461,0.0703996244950828,0.2583806279493867,0,0,0,0,0,0,0,0,0,0,0,0,0,96.67274999999994,119.9506,126.44950000000003,126.26131769386625,126.57215739470848,126.62732013531803,126.6503117003741,-0.0035449818812037792,-0.0022874270389652285,-0.0024447949526813506,0.0071661756509275865,0.008370535714285587,0.1719633095524875,0.5854850839809476,0.0,126.94,126.78,126.8,126.74,125.59,125.79,125.94,123.32,28.11734451314625,16.65541390897273,0.1219537591489547,0.38097134120316783,1.9917742027722056,2.4410549892813815,59.35647374945149,128.01976717471882,124.87923282528125,2.444364073597908,17449700.0,77.2107289006,77.2512297026,76.6809784106,76.8705221639,954500,157.9504760418,158.0095134901,156.7865949176,157.1408196076,104824323,39.1808487104,39.2720826934,39.0066747428,39.1227907212,5345300,0.0,0.0,0.0,0.0,0.0,60.3898242261,60.5422363098,59.8979488654,59.9602992632,9368700,15.052934906,15.059718563,14.9443963939,14.9850983359,39285402,43.8442854957,43.8526703275,43.5130846395,43.6682040279,12433300,31.9111283274,31.9462533999,31.6213464796,31.726721697,6356100,33.5627965489,33.5784910995,33.3352255645,33.3352255645,5203700,0.0,0.0,0.0,0.0,0.0,29.6967647986,29.7041373817,29.283900144,29.283900144,7798000,51.2993043425,51.3595855462,50.9031707183,51.0581795277,8822700,59.5517715565,59.6053253079,59.0430109182,59.3197053004,4786500,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.73,0.37,6.7
2014-03-13 00:00:00+00:00,126.91,126.91,123.81,124.56,754200,0.0,6493814000.0,391758000.0,23.37825019527361,1.410360158144351,1.4429273885672846,0.1893309593525271,0.5027754418517172,0.5008067677947043,0.0603278751131461,0.0703996244950828,0.2583806279493867,0,0,0,0,0,0,0,0,-100,-100,0,0,0,96.87739999999994,120.2492,126.42950000000003,125.99957651019452,126.06911804603136,125.93821342354535,125.60515585018706,-0.015258123171792204,-0.0187490152828107,-0.01751064836725036,-0.017200568092157087,-0.003201024327784796,0.13390987710514346,0.5562218890554722,0.0,126.49,126.94,126.78,126.8,126.74,125.03,127.56,125.44,25.618148689729622,19.332506494545374,-0.3342350072134968,0.1219537591489547,1.708517722144478,2.294547535854001,51.566288026887385,128.08311996843054,124.77588003156954,2.491195211198057,16695500.0,76.5060149461,77.5023346749,76.3035109362,77.4699340333,1393000,156.179352592,158.5492844463,155.7407886901,158.4227756284,155014237,38.8988527629,39.4711386564,38.7661487876,39.3301406826,7924300,0.0,0.0,0.0,0.0,0.0,59.7871037136,60.5006693779,59.5571000238,60.4798859119,11272800,14.8833434808,15.1207714761,14.8494251957,15.1004205051,70055805,43.2238079423,44.1209010969,43.0393416427,44.0195284804,17725500,31.4808461898,32.0077222767,31.3666897043,31.9989410086,9397400,33.3980037671,33.7197420553,33.3430728399,33.5863383748,9738900,0.0,0.0,0.0,0.0,0.0,30.0064132895,30.0727665376,29.6746470492,29.7188825479,21433700,50.6017646998,51.4887595541,50.4941196932,51.4629247525,12551400,58.8287959126,59.8730940649,58.5610271556,59.8730940649,11268300,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.66,0.34,6.7
2014-03-14 00:00:00+00:00,124.45,125.48,123.87,124.6,521600,0.0,6493814000.0,391758000.0,23.385757661617628,1.410813067636369,1.4429273885672846,0.1893309593525271,0.5027754418517172,0.5008067677947043,0.0603278751131461,0.0703996244950828,0.2583806279493867,0,0,0,0,0,0,0,0,0,0,0,0,0,97.08959999999993,120.5276,126.34650000000002,125.78425704708766,125.70183853452352,125.49214228236356,125.10257792509353,0.00032113037893388707,-0.014941892639734333,-0.01843390578225934,-0.017350157728706628,-0.013147473467448156,0.14029468289557978,0.5748230535894843,0.0,124.56,126.49,126.94,126.78,126.8,127.36,127.92,124.96,24.404894330924304,18.416934957537993,-0.8323210101319349,-0.3342350072134968,1.470313724819107,2.129700773647022,51.70775156340493,128.1824114902392,124.51058850976085,2.4282526961124815,17217100.0,76.3521118985,76.7814203996,76.2711102946,76.279210455,1430900,155.7407886901,156.7022557057,155.5552424239,155.9010331927,153919598,38.8988527629,39.1227907212,38.8325007752,38.8988527629,6277300,0.0,0.0,0.0,0.0,0.0,59.8425262895,60.0780029587,59.63469163,59.7178254938,10653400,14.7883722826,14.9511800509,14.7748049686,14.8290742247,54387102,43.0561113063,43.3789273307,42.9890326519,43.1567292879,17127600,31.2876582913,31.5247525304,31.2613144869,31.419377313,8939800,33.4136983178,33.5588729112,33.2646000867,33.272447362,5299600,0.0,0.0,0.0,0.0,0.0,30.1464923688,30.2423359493,29.8884519596,29.910569709,12816200,50.3261934829,50.7223271072,50.3003586813,50.524260295,8006100,58.7752421612,59.1144159201,58.6235065322,58.766316536,4786100,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.65,0.36,6.7
2014-03-17 00:00:00+00:00,125.61,126.5,124.86,126.3,607700,0.0,6493814000.0,391758000.0,23.704824981238417,1.430061721047138,1.4429273885672846,0.1893309593525271,0.5027754418517172,0.5008067677947043,0.0603278751131461,0.0703996244950828,0.2583806279493867,0,0,0,0,0,0,0,0,0,0,0,0,0,97.31074999999993,120.85880000000002,126.29450000000001,125.86360211676649,125.85137890089264,125.76142818824238,125.70128896254676,0.013643659711075395,0.013969171483622311,-0.0015020950272748301,-0.003786086133459543,-0.008167111669546201,0.16448460261847697,0.5858864892014062,0.0,124.6,124.56,126.49,126.94,126.78,126.28,126.5,126.26,26.06713583008894,17.371371025435526,-0.944050881736822,-0.8323210101319349,1.4025434850363467,1.984269315924887,57.40226795071016,128.07292036650463,124.5160796334954,2.390520360675876,17824800.0,77.0487256927,77.1621279382,76.78952056,76.78952056,988500,157.1492535288,157.5203460611,156.4576719912,156.5251433607,98359454,39.2140247042,39.4545506595,39.0398507366,39.1393787181,5263900,0.0,0.0,0.0,0.0,0.0,60.1612061007,60.3482572942,59.9256601533,60.0780722369,10419200,14.9443963939,14.99866565,14.8969107948,14.9104781088,46298768,43.5843557098,43.7352826823,43.2321927741,43.2321927741,11471900,31.6564715521,31.7442842332,31.4369398492,31.498408726,16444900,33.6098802008,33.6569638527,33.468629245,33.5235601723,4161400,0.0,0.0,0.0,0.0,0.0,30.3455521129,30.3750424454,30.0506487882,30.2128456168,9633900,50.817054713,51.0322586102,50.5500950966,50.6362111019,6430200,59.1679696715,59.3330937383,59.0162340425,59.034085293,3231500,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.7,0.38,6.7
2014-03-18 00:00:00+00:00,126.19,126.19,124.65,125.95,798700,0.0,6493814000.0,391758000.0,23.639134650728256,1.42609876299198,1.4429273885672846,0.1893309593525271,0.5027754418517172,0.5008067677947043,0.0603278751131461,0.0703996244950828,0.2583806279493867,0,0,0,0,0,0,0,0,0,0,0,0,0,97.53289999999994,121.12020000000001,126.25250000000001,125.87689409880241,125.87603417566947,125.82428545882826,125.82564448127337,-0.0027711797307996555,0.010834670947030611,0.011159280667951244,-0.0077989601386481144,-0.006625128164681748,0.15264940056740195,0.553404045387272,0.0,126.3,124.6,124.56,126.49,126.94,126.42,125.5,127.34,24.752896945711335,17.13722730810036,-0.9938948935044307,-0.944050881736822,1.305543513867093,1.8485241555133283,55.93974165397917,128.02178092738708,124.48321907261293,2.337626049199027,17026100.0,77.5590357976,77.6238370808,77.097326655,77.097326655,1775500,158.270965047,158.4818130768,157.3010641102,157.469742534,101804519,39.4379626626,39.4711386564,39.2057307058,39.2803766919,4799300,0.0,0.0,0.0,0.0,0.0,60.6669371055,60.853988299,60.1958452106,60.3828964042,6995200,15.019016621,15.032583935,14.9545718794,14.9850983359,44120175,43.8191310003,43.9197489819,43.6515182126,43.6598191961,7434300,32.0691911535,32.1043162259,31.6740340883,31.6740340883,6864000,33.6805056787,33.7354366059,33.5627965489,33.664811128,3575000,0.0,0.0,0.0,0.0,0.0,30.3013166142,30.4266505272,30.2275907831,30.3602972792,7974500,51.3595855462,51.4629247525,50.8687243161,50.9203939193,6147200,59.4268128032,59.5338310498,59.1858209219,59.30185405,3222900,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.68,0.36,6.7
