Date,OPEN,HIGH,LOW,CLOSE,VOLUME,DIVIDEND,REVENUE,NET INCOME,P/E,P/SALES,CURRENT RATIO,DEBT RATIO,QUICK RATIO,GROSS PROFIT MARGIN,NET PROFIT MARGIN,RETURN ON ASSETS,RETURN ON EQUITY
2013-05-20,1.18,1.18,1.15,1.15,2247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-21,1.17,1.2,1.15,1.2,3770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-22,1.17,1.23,1.17,1.22,23030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-23,1.2,1.35,1.19,1.34,114437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-24,1.28,1.36,1.28,1.32,40431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-28,1.38,1.4,1.38,1.38,22423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-29,1.4,1.5,1.4,1.4,37164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-30,1.4,1.49,1.4,1.46,4946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-31,1.49,1.49,1.42,1.42,7532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-03,1.4,1.44,1.4,1.44,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-04,1.4,1.45,1.29,1.4,24168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-05,1.4,1.4,1.4,1.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-06,1.4,1.4,1.4,1.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-07,1.37,1.39,1.28,1.29,1417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-10,1.33,1.44,1.28,1.28,744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-11,1.29,1.29,1.29,1.29,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-12,1.28,1.47,1.28,1.3,802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-13,1.38,1.48,1.34,1.44,20902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-14,1.48,1.48,1.33,1.47,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-17,1.32,1.34,1.32,1.34,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-18,1.28,1.33,1.27,1.28,2134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-19,1.28,1.28,1.28,1.28,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-20,1.28,1.38,1.28,1.28,7058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-21,1.39,1.39,1.39,1.39,4893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-24,1.29,1.3,1.28,1.28,5974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-25,1.3,1.3,1.2,1.2,28577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-26,1.28,1.34,1.28,1.34,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-27,1.38,1.38,1.29,1.35,5277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-28,1.22,1.26,1.22,1.26,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-01,1.22,1.24,1.21,1.24,1660,0.0,154490000.0,-99689000.0,-0.5993144679954658,0.38672444818434853,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-07-02,1.25,1.28,1.25,1.27,2298,0.0,154490000.0,-99689000.0,-0.6138140115760014,0.39608068483396985,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-07-03,1.21,1.21,1.21,1.21,111,0.0,154490000.0,-99689000.0,-0.5848149244149304,0.37736821153472716,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-07-05,1.24,1.29,1.24,1.29,300,0.0,154490000.0,-99689000.0,-0.623480373963025,0.40231817593371744,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-07-08,1.29,1.33,1.29,1.32,4867,0.0,154490000.0,-99689000.0,-0.6379799175435604,0.41167441258333876,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-07-09,1.33,1.33,1.33,1.33,1000,0.0,154490000.0,-99689000.0,-0.6428130987370723,0.41479315813321255,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-07-10,1.29,1.36,1.29,1.32,7467,0.0,154490000.0,-99689000.0,-0.6379799175435604,0.41167441258333876,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-07-11,1.32,1.34,1.21,1.22,12337,0.0,154490000.0,-99689000.0,-0.5896481056084422,0.38048695708460095,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-07-12,1.22,1.31,1.22,1.3,11560,0.0,154490000.0,-99689000.0,-0.6283135551565369,0.40543692148359123,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-07-15,1.3,1.3,1.22,1.23,8356,0.0,154490000.0,-99689000.0,-0.594481286801954,0.38360570263447474,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-07-16,1.26,1.26,1.23,1.23,4366,0.0,154490000.0,-99689000.0,-0.594481286801954,0.38360570263447474,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-07-17,1.26,1.37,1.26,1.37,7046,0.0,154490000.0,-99689000.0,-0.6621458235111196,0.42726814033270766,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-07-18,1.31,1.34,1.23,1.33,18504,0.0,154490000.0,-99689000.0,-0.6428130987370723,0.41479315813321255,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-07-19,1.32,1.38,1.24,1.37,12101,0.0,154490000.0,-99689000.0,-0.6621458235111196,0.42726814033270766,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-07-22,1.37,1.37,1.37,1.37,0,0.0,154490000.0,-99689000.0,-0.6621458235111196,0.42726814033270766,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-07-23,1.37,1.37,1.37,1.37,0,0.0,154490000.0,-99689000.0,-0.6621458235111196,0.42726814033270766,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-07-24,1.37,1.37,1.31,1.31,900,0.0,154490000.0,-99689000.0,-0.6331467363500486,0.40855566703346496,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-07-25,1.31,1.31,1.31,1.31,0,0.0,154490000.0,-99689000.0,-0.6331467363500486,0.40855566703346496,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-07-26,1.29,1.31,1.29,1.31,1350,0.0,154490000.0,-99689000.0,-0.6331467363500486,0.40855566703346496,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-07-29,1.32,1.32,1.3,1.3,3600,0.0,154490000.0,-99689000.0,-0.6283135551565369,0.40543692148359123,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-07-30,1.26,1.3,1.24,1.3,1000,0.0,154490000.0,-99689000.0,-0.6283135551565369,0.40543692148359123,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-07-31,1.3,1.3,1.3,1.3,0,0.0,154490000.0,-99689000.0,-0.6283135551565369,0.40543692148359123,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-08-01,1.36,1.4,1.36,1.4,28074,0.0,154490000.0,-99689000.0,-0.676645367091655,0.4366243769823289,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-08-02,1.4,1.4,1.26,1.39,2000,0.0,154490000.0,-99689000.0,-0.6718121858981432,0.4335056314324552,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
2013-08-05,1.34,1.34,1.26,1.28,2900,0.0,154490000.0,-99689000.0,-0.6186471927695132,0.39919943038384365,1.4411024203565075,0.8743215831119013,1.1274463728221826,0.5520422033788595,-0.6452780115217813,-0.4896340355306264,1.8299282265910384
