DATE,SPY_CLOSE,SPY_HIGH,SPY_LOW,SPY_OPEN,SPY_VOLUME
2013-09-18T00:00:00.000Z,144.4562142561,144.8485541619,142.3943428362,142.7532921117,203079713
2013-09-19T00:00:00.000Z,144.2141321865,144.9153354224,144.0722220078,144.8485541619,146510429
2013-09-20T00:00:00.000Z,143.2107020083,144.5612715387,143.0932611795,144.5612715387,132555427
2013-09-23T00:00:00.000Z,142.548000189,143.1519815939,142.0950141353,143.0177635039,104534720
2013-09-24T00:00:00.000Z,142.212454964,143.0513180264,141.9440187841,142.5228342971,101097962
2013-09-25T00:00:00.000Z,141.8014120635,142.5899433421,141.6755826041,142.3047299009,117195118
2013-09-26T00:00:00.000Z,142.346673054,142.749327324,141.8098006941,142.0362937209,77036992
2013-09-27T00:00:00.000Z,141.6923598654,141.8852983697,141.3232601179,141.633639451,98644882
2013-09-30T00:00:00.000Z,140.9373831092,141.3819805323,140.2159608756,140.4927856862,143620138
2013-10-01T00:00:00.000Z,142.0530709822,142.1872890722,140.9038285867,141.0464353073,126997489
2013-10-02T00:00:00.000Z,141.9188528922,142.0530709822,140.786387758,141.2225965504,112859880
2013-10-03T00:00:00.000Z,140.6102265149,141.7175257572,139.9559133262,141.5916962979,176563533
2013-10-04T00:00:00.000Z,141.6755826041,141.8181893247,140.5347288393,140.719278713,96853649
2013-10-07T00:00:00.000Z,140.4508425331,141.3064828567,140.2998471818,140.4424539024,96070316
2013-10-08T00:00:00.000Z,138.8150595614,140.6102265149,138.7143959939,140.4256766412,178558678
2013-10-09T00:00:00.000Z,138.9157231289,139.4190409663,138.0181396522,139.0834957414,168271554
2013-10-10T00:00:00.000Z,141.9104642616,141.9859619372,140.2830699206,140.3334017043,194021164
2013-10-11T00:00:00.000Z,142.8248249996,142.8751567833,141.5749190366,141.6923598654,104967037
2013-10-14T00:00:00.000Z,143.395251882,143.5126927107,141.834966586,141.9440187841,111901876
2013-10-15T00:00:00.000Z,142.3550616846,143.5714131251,142.1621231803,143.0345407652,153958055
2013-10-16T00:00:00.000Z,144.3431671425,144.4186648181,143.1435929633,143.2107020083,161058684
2013-10-17T00:00:00.000Z,145.3078596642,145.3917459704,143.7307971069,143.7559629988,129004482
2013-10-18T00:00:00.000Z,146.2893294472,146.3899930146,145.5511299523,145.8447320241,138269996
2013-10-21T00:00:00.000Z,146.2977180778,146.5913201496,145.9705614835,146.3396612309,104054017
2013-10-22T00:00:00.000Z,147.1449697708,147.5811785632,146.3228839697,146.7255382396,126536379
2013-10-23T00:00:00.000Z,146.4403247984,146.7087609784,145.9286183303,146.6416519334,105370556
2013-10-24T00:00:00.000Z,146.9268653746,147.1114152483,146.3899930146,146.7339268702,70144619
2013-10-25T00:00:00.000Z,147.5979558245,147.6398989776,146.9436426358,147.228856077,93571048
2013-10-28T00:00:00.000Z,147.8328374819,148.0341646169,147.3882400589,147.5476240407,84672528
2013-10-29T00:00:00.000Z,148.6213687606,148.6800891749,147.9586669413,148.1683827069,87248072
2013-10-30T00:00:00.000Z,147.8831692657,148.9065822018,147.3546855364,148.7975300037,139662588
2013-10-31T00:00:00.000Z,147.4637377345,148.3864871031,147.2456333383,147.7657284369,133367094
2013-11-01T00:00:00.000Z,147.8160602207,148.1516054456,146.9855857889,147.6566762388,142775416
2013-11-04T00:00:00.000Z,148.3361553194,148.3948757337,147.6231217163,148.2187144906,85486867
2013-11-05T00:00:00.000Z,147.8663920044,148.2690462744,147.2791878608,147.7573398063,85601525
2013-11-06T00:00:00.000Z,148.6213687606,148.8981935711,148.0928850313,148.5039279318,87129195
2013-11-07T00:00:00.000Z,146.7423155008,149.0156343999,146.5997087802,148.8981935711,156202030
2013-11-08T00:00:00.000Z,148.722032328,148.7388095893,146.6752064559,146.6919837171,136681130
2013-11-11T00:00:00.000Z,148.7471982199,148.923359463,148.4032643643,148.5794256074,66300304
2013-11-12T00:00:00.000Z,148.4452075175,148.7807527424,147.9502783107,148.4284302562,83808745
2013-11-13T00:00:00.000Z,149.636393066,149.6783362191,147.7153966532,147.7153966532,103057956
2013-11-14T00:00:00.000Z,150.3829811915,150.5088106509,149.5273408679,149.770611156,103190954
2013-11-15T00:00:00.000Z,151.0372943802,151.0960147946,150.4333129753,150.6262514796,102818190
2013-11-18T00:00:00.000Z,150.5088106509,151.4147827583,150.1732654259,151.2889532989,104796009
2013-11-19T00:00:00.000Z,150.1816540566,150.886299029,149.9216065072,150.4333129753,93891416
2013-11-20T00:00:00.000Z,149.7118907416,150.9366308127,149.3008478411,150.483644759,124908601
2013-11-21T00:00:00.000Z,150.9198535515,151.0372943802,150.039047336,150.1313222728,92841271
2013-11-22T00:00:00.000Z,151.6748303076,151.6916075688,150.8024127227,150.9785739658,81295887
2013-11-25T00:00:00.000Z,151.5238349564,151.9768210101,151.3057305602,151.9432664876,79485709
2013-11-26T00:00:00.000Z,151.5657781095,152.0187641632,151.3392850826,151.599332632,86993560
2013-11-27T00:00:00.000Z,151.9348778569,152.0355414244,151.5406122176,151.7251620913,58800056
2013-11-29T00:00:00.000Z,151.8342142894,152.4633615862,151.666441677,152.1026504694,55870903
2013-12-02T00:00:00.000Z,151.4399486501,152.1949254063,151.2050669927,151.9097119651,99725781
2013-12-03T00:00:00.000Z,150.7856354615,151.3225078214,150.2990948853,150.9450194433,116563302
2013-12-04T00:00:00.000Z,150.7688582002,151.398005497,149.6112271742,150.2403744709,123032637
2013-12-05T00:00:00.000Z,150.106156381,150.7772468309,149.9635496604,150.5004220203,106934067
2013-12-06T00:00:00.000Z,151.7838825057,151.9264892263,151.1211806864,151.5573894789,127727518
2013-12-09T00:00:00.000Z,152.1697595144,152.3962525412,151.9684323794,152.2284799288,70123608
2013-12-10T00:00:00.000Z,151.6244985239,152.1362049919,151.532223587,151.8174370282,80976207
2013-12-11T00:00:00.000Z,149.9216065072,151.7083848301,149.7370566335,151.6832189382,130590810
2013-12-12T00:00:00.000Z,149.4266773004,150.039047336,149.1162979674,149.8544974622,115564840
2013-12-13T00:00:00.000Z,149.4099000392,149.8712747235,149.124686598,149.7370566335,107807610
2013-12-16T00:00:00.000Z,150.3410380384,150.8359672452,150.0726018585,150.1145450116,96194790
2013-12-17T00:00:00.000Z,149.8628860929,150.5004220203,149.5273408679,150.4752561284,89886224
2013-12-18T00:00:00.000Z,152.4214184331,152.446584325,148.7471982199,150.0893791197,234906482
2013-12-19T00:00:00.000Z,152.24525719,152.4214184331,151.5909440014,151.9852096407,136298872
2013-12-20T00:00:00.000Z,153.1262731213,153.4889317324,152.2913149235,152.3925219778,197086908
2013-12-23T00:00:00.000Z,153.9443634767,154.0371366098,153.5564031019,153.8768921072,85597541
2013-12-24T00:00:00.000Z,154.2817203243,154.3491916938,153.9443634767,153.9527973979,45368841
2013-12-26T00:00:00.000Z,155.0660749949,155.1504142068,154.6106432507,154.627511093,63365227
2013-12-27T00:00:00.000Z,155.0576410737,155.335960473,154.8973965711,155.2684891035,61813841
2013-12-30T00:00:00.000Z,155.0323393102,155.2010177339,154.8299252016,155.0745089161,56857458
2013-12-31T00:00:00.000Z,155.7660904537,155.7660904537,155.1251124432,155.2431873399,86247638
2014-01-02T00:00:00.000Z,154.2732864031,155.2431873399,153.9021938707,155.1672820492,119636836
2014-01-03T00:00:00.000Z,154.2479846395,154.846793044,154.0287026886,154.53473796,81390502
2014-01-06T00:00:00.000Z,153.8009868164,154.8130573592,153.5648370231,154.7540199109,108028139
2014-01-07T00:00:00.000Z,154.7455859897,155.0070375466,154.2985881666,154.4166630633,86144169
2014-01-08T00:00:00.000Z,154.7793216745,155.0407732313,154.2479846395,154.7202842261,96582234
2014-01-09T00:00:00.000Z,154.8805287287,155.293790867,154.1720793488,155.2769230247,90683302
2014-01-10T00:00:00.000Z,155.3022247882,155.3696961577,154.3491916938,155.1419802856,102026318
2014-01-13T00:00:00.000Z,153.2359140967,155.335960473,152.9407268551,154.9058304923,149891938
2014-01-14T00:00:00.000Z,154.9058304923,154.9901697042,153.4551960477,153.7419493681,105016055
2014-01-15T00:00:00.000Z,155.7407886901,155.9769384834,154.9395661771,155.2684891035,98525721
2014-01-16T00:00:00.000Z,155.5383745815,155.7407886901,155.0407732313,155.4202996849,72290520
2014-01-17T00:00:00.000Z,154.8805287287,155.5636763451,154.6106432507,155.2684891035,107848616
2014-01-21T00:00:00.000Z,155.335960473,155.8335618232,154.3829273785,155.7745243749,88621138
2014-01-22T00:00:00.000Z,155.4371675273,155.6648833994,155.1082446009,155.5974120299,61270816
2014-01-23T00:00:00.000Z,154.1636454276,154.6781146202,153.3455550722,154.6528128566,132496880
2014-01-24T00:00:00.000Z,150.8744161636,153.2106123332,150.8238126365,153.160008806,208677093
2014-01-27T00:00:00.000Z,150.1322310989,151.4057531986,149.381612113,151.0177928238,180843004
2014-01-28T00:00:00.000Z,151.026226745,151.2202069324,150.225004232,150.2418720744,110463152
2014-01-29T00:00:00.000Z,149.5755923004,150.5876628431,149.1791980045,149.7695724877,216597269
2014-01-30T00:00:00.000Z,151.1611694841,151.6503369131,150.3430791286,150.8238126365,118938051
2014-01-31T00:00:00.000Z,150.2756077591,151.2117730112,149.2129336892,149.2888389799,194677861
2014-02-03T00:00:00.000Z,146.893605362,150.4358522617,146.6068520416,150.0984954141,254837004
2014-02-04T00:00:00.000Z,147.9225437472,148.3020702007,146.8430018349,147.5514512148,165012351
2014-02-05T00:00:00.000Z,147.736997481,148.0659204074,146.5056449873,147.4080745546,164230470
2014-02-06T00:00:00.000Z,149.6852332758,149.6852332758,147.779167087,148.0827882498,132877526
2014-02-07T00:00:00.000Z,151.5406959376,151.7009404402,149.8960813056,150.3852487346,170787197
2014-02-10T00:00:00.000Z,151.8190153369,151.869618864,151.1443016417,151.55756378,92218729
2014-02-11T00:00:00.000Z,153.4804978112,153.868458186,151.8443171004,151.9455241547,117814009
2014-02-12T00:00:00.000Z,153.5564031019,154.1973811124,153.2527819391,153.7082136834,94717638
2014-02-13T00:00:00.000Z,154.3491916938,154.5094361964,152.5105968744,152.5190307956,100542155
2014-02-14T00:00:00.000Z,155.2010177339,155.4877710544,154.0624383733,154.2058150336,96498305
2014-02-18T00:00:00.000Z,155.3865640001,155.5974120299,154.8889626499,155.335960473,80460878
2014-02-19T00:00:00.000Z,154.357625615,155.9853724046,154.2311167971,154.981735783,126524261
2014-02-20T00:00:00.000Z,155.2684891035,155.6227137934,154.003400925,154.5684736447,104998099
2014-02-21T00:00:00.000Z,155.0913767585,155.9347688775,155.0154714678,155.5636763451,118116359
2014-02-24T00:00:00.000Z,155.9516367198,156.9974429474,155.3528283154,155.4202996849,114063868
2014-02-25T00:00:00.000Z,155.8925992715,156.5251433607,155.3781300789,156.0781455377,117084901
2014-02-26T00:00:00.000Z,155.9010331927,156.5335772819,155.4624692908,156.1203151436,98677144
2014-02-27T00:00:00.000Z,156.7191235481,156.7612931541,155.4962049756,155.6733173206,93880780
2014-02-28T00:00:00.000Z,157.115517844,157.8408350663,156.0697116165,156.6938217845,150842000
2014-03-03T00:00:00.000Z,156.0106741682,156.4070684641,154.9733018618,155.7323547689,167448668
2014-03-04T00:00:00.000Z,158.2034936775,158.5408505251,157.5034782188,157.5372139035,167545852
2014-03-05T00:00:00.000Z,158.3468703377,158.6167558158,158.093852702,158.3384364165,88376859
2014-03-06T00:00:00.000Z,158.7095289489,159.07218756,158.3721721013,158.7348307125,82516500
2014-03-07T00:00:00.000Z,158.7770003184,159.3673748017,158.0769848597,159.3673748017,114513432
2014-03-10T00:00:00.000Z,158.6926611065,158.7516985548,157.781797618,158.5324166039,74939176
2014-03-11T00:00:00.000Z,157.9083064359,159.1565267719,157.5456478247,158.9288108998,99009013
2014-03-12T00:00:00.000Z,157.9504760418,158.0095134901,156.7865949176,157.1408196076,104824323
2014-03-13T00:00:00.000Z,156.179352592,158.5492844463,155.7407886901,158.4227756284,155014237
2014-03-14T00:00:00.000Z,155.7407886901,156.7022557057,155.5552424239,155.9010331927,153919598
2014-03-17T00:00:00.000Z,157.1492535288,157.5203460611,156.4576719912,156.5251433607,98359454
2014-03-18T00:00:00.000Z,158.270965047,158.4818130768,157.3010641102,157.469742534,101804519
2014-03-19T00:00:00.000Z,157.427572928,158.5071148403,156.4239363065,158.2878328894,176267253
2014-03-20T00:00:00.000Z,158.3468703377,158.4649452344,156.80346276,157.0817821593,117240972
2014-03-21T00:00:00.000Z,157.7350821285,160.1239807945,157.5910705068,159.0142441802,163127905
2014-03-24T00:00:00.000Z,157.0827941949,158.4720827808,156.3966211739,158.2772435279,121411145
2014-03-25T00:00:00.000Z,157.8282661191,158.3619562466,156.9472538451,157.8790937503,103851737
2014-03-26T00:00:00.000Z,156.6931156891,158.7008071212,156.6507593298,158.4466689652,119842897
2014-03-27T00:00:00.000Z,156.3627360864,157.0065527481,155.7866895996,156.5067477081,142382757
2014-03-28T00:00:00.000Z,157.1336218261,157.9214501096,156.7185295047,156.8117134952,101641547
2014-03-31T00:00:00.000Z,158.4212551496,158.6669220337,157.1590356417,158.1332319062,99744911
2014-04-01T00:00:00.000Z,159.4716928609,159.5648768514,158.4127838778,158.9380027334,89193125
2014-04-02T00:00:00.000Z,160.0053829884,160.217164785,159.3785088704,159.6750033857,78680761
2014-04-03T00:00:00.000Z,159.7936011918,160.2934062318,159.3022674236,160.2510498725,77435320
2014-04-04T00:00:00.000Z,157.9045075658,160.7000272813,157.6503694099,160.6661421939,169380705
2014-04-07T00:00:00.000Z,156.1594255616,157.7859097597,155.8375172308,157.5233003319,140802699
2014-04-08T00:00:00.000Z,156.8032422234,157.0573803793,155.5240801717,156.0916553867,112659755
2014-04-09T00:00:00.000Z,158.4890253245,158.5398529557,156.7693571359,157.2268058166,100253612
2014-04-10T00:00:00.000Z,155.1598154815,158.5567954995,154.9649762286,158.4805540527,172959331
2014-04-11T00:00:00.000Z,153.7620556238,155.38006855,153.5926301865,154.2957457513,167250792
2014-04-14T00:00:00.000Z,154.9734475005,155.3377121907,153.7027567207,154.9649762286,132381601
2014-04-15T00:00:00.000Z,156.0408277555,156.1509542898,153.7620556238,155.2953558314,157092533
2014-04-16T00:00:00.000Z,157.6757832255,157.6842544974,156.4220349894,157.1166792824,105196633
2014-04-17T00:00:00.000Z,157.896036294,158.336542431,157.1929207292,157.4640014289,105254649
2014-04-21T00:00:00.000Z,158.4466689652,158.4974965964,157.7435534004,157.9383926533,68329343
2014-04-22T00:00:00.000Z,159.1667270737,159.5987619389,158.522910412,158.6076231307,85790307
2014-04-23T00:00:00.000Z,158.7939911117,159.1921408893,158.6669220337,159.1074281707,73869384
2014-04-24T00:00:00.000Z,159.1158994426,159.590290667,158.3534849747,159.5733481233,88169916
2014-04-25T00:00:00.000Z,157.8113235753,158.6923358493,157.455530157,158.5991518588,100380205
2014-04-28T00:00:00.000Z,158.3111286154,158.9973016364,156.6846444173,158.4551402371,135121094
2014-04-29T00:00:00.000Z,159.0481292676,159.2937961517,158.4805540527,158.8194049273,84097551
2014-04-30T00:00:00.000Z,159.5225204921,159.6834746575,158.5652667713,158.7855198398,101507717
2014-05-01T00:00:00.000Z,159.5394630358,159.9714979009,159.0311867239,159.4462790453,93019095
2014-05-02T00:00:00.000Z,159.3107386955,160.2256360569,159.0735430832,159.5225204921,98121662
2014-05-05T00:00:00.000Z,159.6157044826,159.7258310168,158.0908755469,158.5313816839,75882739
2014-05-06T00:00:00.000Z,158.2264158967,159.3700375985,158.1925308093,159.2599110643,85454226
2014-05-07T00:00:00.000Z,159.1582558019,159.2344972487,157.5741279631,158.7601060242,106500480
2014-05-08T00:00:00.000Z,158.9888303646,160.1493946101,158.4805540527,159.0142441802,93617513
2014-05-09T00:00:00.000Z,159.2260259768,159.2937961517,158.268772256,159.0142441802,83678568
2014-05-12T00:00:00.000Z,160.7762687281,160.8525101749,159.2599110643,159.9376128135,86940045
2014-05-13T00:00:00.000Z,160.9202803498,161.3099588556,160.7593261844,160.9880505247,66453965
2014-05-14T00:00:00.000Z,160.157865882,160.8525101749,159.9291415416,160.7762687281,72366848
2014-05-15T00:00:00.000Z,158.7516347524,159.8698426386,157.9722777408,159.8359575511,154956399
2014-05-16T00:00:00.000Z,159.3022674236,159.3700375985,158.1755882655,158.8448187429,97457678
2014-05-19T00:00:00.000Z,159.8867851823,160.0138542603,158.8532900147,158.9973016364,63839398
2014-05-20T00:00:00.000Z,158.8787038303,159.8274862792,158.4720827808,159.8105437355,111644478
2014-05-21T00:00:00.000Z,160.217164785,160.2934062318,159.3107386955,159.3361525111,89093285
2014-05-22T00:00:00.000Z,160.6068432908,160.9372228936,159.9884404447,160.2595211443,61549345
2014-05-23T00:00:00.000Z,161.2506599526,161.3607864868,160.6068432908,160.7508549125,60156088
2014-05-27T00:00:00.000Z,162.2417987608,162.292626392,161.7589362645,161.852120255,72010355
2014-05-28T00:00:00.000Z,162.1232009547,162.4959369167,161.852120255,162.2417987608,66722865
2014-05-29T00:00:00.000Z,162.9618568693,162.9872706849,162.0808445953,162.4959369167,64376573
2014-05-30T00:00:00.000Z,163.2244662971,163.3261215595,162.6738336259,162.8093739757,76315640
2014-06-02T00:00:00.000Z,163.4108342782,163.487075725,162.6230059947,163.4531906375,64655648
2014-06-03T00:00:00.000Z,163.3261215595,163.4108342782,162.8602016069,163.0126845005,65047193
2014-06-04T00:00:00.000Z,163.6565011623,163.7496851528,162.8771441507,163.046569588,55529372
2014-06-05T00:00:00.000Z,164.7238814173,164.8933068546,163.2414088409,163.8428691433,92102592
2014-06-06T00:00:00.000Z,165.5117097007,165.55406606,165.0034333888,165.0796748356,78696219
2014-06-09T00:00:00.000Z,165.681135138,166.0792849157,165.3338129916,165.4862958851,65118828
2014-06-10T00:00:00.000Z,165.6980776818,165.7319627692,165.1220311949,165.4778246133,57129440
2014-06-11T00:00:00.000Z,165.1220311949,165.2914566322,164.7492952329,165.1050886512,68772479
2014-06-12T00:00:00.000Z,163.9529956775,165.0203759325,163.5887309873,164.927191942,106350200
2014-06-13T00:00:00.000Z,164.4528007176,164.613754883,163.7496851528,164.2749040084,82017278
2014-06-16T00:00:00.000Z,164.5883410674,164.9356632139,164.0546509399,164.2494901928,87424332
2014-06-17T00:00:00.000Z,165.0457897481,165.1643875543,164.1817200179,164.3596167271,84833876
2014-06-18T00:00:00.000Z,166.2571816249,166.3503656154,164.6815250579,165.0457897481,105266767
2014-06-19T00:00:00.000Z,166.4435496059,166.5452048683,165.8675031191,166.4011932466,85928920
2014-06-20T00:00:00.000Z,166.7795964895,166.9157847892,166.57531404,166.8562024081,100587108
2014-06-23T00:00:00.000Z,166.7285258771,166.8732259455,166.4221022029,166.8221553332,70611486
2014-06-24T00:00:00.000Z,165.724137167,167.2562555384,165.536878255,166.4306139716,96236917
2014-06-25T00:00:00.000Z,166.4731728152,166.6434081898,165.3411075742,165.3751546491,82781912
2014-06-26T00:00:00.000Z,166.354008053,166.5157316589,165.2389663494,166.4987081214,84311822
2014-06-27T00:00:00.000Z,166.6774552647,166.7285258771,165.8858607729,165.9624666915,71453616
2014-06-30T00:00:00.000Z,166.5923375775,166.9753671703,166.4306139716,166.57531404,70504228
2014-07-01T00:00:00.000Z,167.707379281,168.2180854048,166.9413200954,167.0009024765,90470121
2014-07-02T00:00:00.000Z,167.8776146556,168.0904088739,167.6477968999,167.7244028185,52474832
2014-07-03T00:00:00.000Z,168.7032562224,168.779862141,168.2265971736,168.3542737045,52938832
2014-07-07T00:00:00.000Z,168.1159441801,168.5159973104,167.8691028869,168.3798090107,61696447
2014-07-08T00:00:00.000Z,167.0349495514,167.8691028869,166.6263846524,167.8095205058,108142552
2014-07-09T00:00:00.000Z,167.7839851996,167.9371970367,167.0945319325,167.4520262192,72992322
2014-07-10T00:00:00.000Z,167.1200672387,167.5626792126,166.0305608413,166.166749141,99040407
2014-07-11T00:00:00.000Z,167.3498849944,167.4690497566,166.6434081898,167.0179260139,64243410
2014-07-14T00:00:00.000Z,168.1925500986,168.4138560856,168.056361799,168.2010618674,58657919
2014-07-15T00:00:00.000Z,167.8776146556,168.6181385351,167.1370907762,168.2946913234,111346230
2014-07-16T00:00:00.000Z,168.4989737729,168.7543268348,168.0393382615,168.6266503038,80073242
2014-07-17T00:00:00.000Z,166.5838258087,168.6181385351,166.3454962843,167.9797558804,145398459
